sbc_location,type,location_id,description,program_code,program_desc,ministry_client,resp_code,service_line_code,stob_code,project_code,merchant_id
23,Amex,20823,DAWSON CREEK AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H23,58200,1461,3200000,23591363
23,Debit,20223,DAWSON CREEK DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H23,58200,1461,3200000,22043083
23,Mastercard,20423,DAWSON CREEK MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H23,58200,1461,3200000,22043083
23,Visa,20623,DAWSON CREEK-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H23,58200,1461,3200000,22043083
13,Bank,20013,DEASE LAKE,70,SERVICE BC                              ,74,32J13,58200,1461,3200000,999999999
13,Amex,20813,DEASE LAKE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J13,58200,1461,3200000,23591371
13,Debit,20213,DEASE LAKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J13,58200,1461,3200000,22043141
13,Mastercard,20413,DEASE LAKE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J13,58200,1461,3200000,22043141
13,Visa,20613,DEASE LAKE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J13,58200,1461,3200000,22043141
25,Bank,20025,DUNCAN,70,SERVICE BC                              ,74,32L25,58200,1461,3200000,999999999
25,Amex,20825,DUNCAN AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L25,58200,1461,3200000,23591389
25,Debit,20225,DUNCAN DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L25,58200,1461,3200000,22043182
25,Mastercard,20425,DUNCAN MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L25,58200,1461,3200000,22043182
25,Visa,20625,DUNCAN-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L25,58200,1461,3200000,22043182
30,Bank,20030,FERNIE,70,SERVICE BC                              ,74,32F30,58200,1461,3200000,999999999
30,Amex,20830,FERNIE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F30,58200,1461,3200000,23591397
30,Debit,20230,FERNIE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F30,58200,1461,3200000,22043208
30,Mastercard,20430,FERNIE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F30,58200,1461,3200000,22043208
30,Visa,20630,FERNIE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F30,58200,1461,3200000,22043208
32,Bank,20032,FORT NELSON,70,SERVICE BC                              ,74,32H32,58200,1461,3200000,999999999
32,Amex,20832,FORT NELSON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H32,58200,1461,3200000,23591413
32,Debit,20232,FORT NELSON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H32,58200,1461,3200000,22043281
32,Mastercard,20432,FORT NELSON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H32,58200,1461,3200000,22043281
32,Visa,20632,FORT NELSON-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H32,58200,1461,3200000,22043281
33,Bank,20033,FORT ST. JAMES,70,SERVICE BC                              ,74,32H33,58200,1461,3200000,999999999
33,Amex,20833,FORT ST. JAMES AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H33,58200,1461,3200000,23591587
33,Debit,20233,FORT ST. JAMES DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H33,58200,1461,3200000,22043315
33,Mastercard,20433,FORT ST. JAMES MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H33,58200,1461,3200000,22043315
33,Visa,20633,FORT ST. JAMES-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H33,58200,1461,3200000,22043315
31,Bank,20031,FORT ST. JOHN,70,SERVICE BC                              ,74,32H31,58200,1461,3200000,999999999
31,Amex,20831,FORT ST. JOHN AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H31,58200,1461,3200000,23591595
31,Debit,20231,FORT ST. JOHN DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H31,58200,1461,3200000,22043372
31,Mastercard,20431,FORT ST. JOHN MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H31,58200,1461,3200000,22043372
31,Visa,20631,FORT ST. JOHN-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H31,58200,1461,3200000,22043372
37,Bank,20037,GANGES,70,SERVICE BC                              ,74,32L37,58200,1461,3200000,999999999
37,Amex,20837,GANGES AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L37,58200,1461,3200000,23591603
37,Debit,20237,GANGES DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L37,58200,1461,3200000,22043380
37,Mastercard,20437,GANGES MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L37,58200,1461,3200000,22043380
37,Visa,20637,GANGES-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L37,58200,1461,3200000,22043380
35,Bank,20035,GOLDEN,70,SERVICE BC                              ,74,32F35,58200,1461,3200000,999999999
35,Amex,20835,GOLDEN AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F35,58200,1461,3200000,23591629
35,Debit,20235,GOLDEN DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F35,58200,1461,3200000,22043406
35,Mastercard,20435,GOLDEN MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F35,58200,1461,3200000,22043406
35,Visa,20635,GOLDEN-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F35,58200,1461,3200000,22043406
36,Bank,20036,GRAND FORKS,70,SERVICE BC                              ,74,32F36,58200,1461,3200000,999999999
36,Amex,20836,GRAND FORKS AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F36,58200,1461,3200000,23591637
36,Debit,20236,GRAND FORKS DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F36,58200,1461,3200000,22043430
36,Mastercard,20436,GRAND FORKS MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F36,58200,1461,3200000,22043430
36,Visa,20636,GRAND FORKS-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F36,58200,1461,3200000,22043430
39,Bank,20039,HOUSTON,70,SERVICE BC                              ,74,32J39,58200,1461,3200000,999999999
39,Amex,20839,HOUSTON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J39,58200,1461,3200000,23591660
39,Debit,20239,HOUSTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J39,58200,1461,3200000,22043463
39,Mastercard,20439,HOUSTON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J39,58200,1461,3200000,22043463
39,Visa,20639,HOUSTON-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J39,58200,1461,3200000,22043463
38,Bank,20038,INVERMERE,70,SERVICE BC                              ,74,32F38,58200,1461,3200000,999999999
38,Amex,20838,INVERMERE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F38,58200,1461,3200000,23591835
38,Debit,20238,INVERMERE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F38,58200,1461,3200000,22043505
38,Mastercard,20438,INVERMERE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F38,58200,1461,3200000,22043505
38,Visa,20638,INVERMERE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F38,58200,1461,3200000,22043505
40,Bank,20040,KAMLOOPS,70,SERVICE BC                              ,74,32G40,58200,1461,3200000,999999999
40,Amex,20840,KAMLOOPS AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G40,58200,1461,3200000,23592072
40,Debit,20240,KAMLOOPS DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G40,58200,1461,3200000,22043539
40,Mastercard,20440,KAMLOOPS MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G40,58200,1461,3200000,22043539
40,Visa,20640,KAMLOOPS-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G40,58200,1461,3200000,22043539
41,Bank,20041,KASLO,70,SERVICE BC                              ,74,32F41,58200,1461,3200000,999999999
41,Amex,20841,KASLO AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F41,58200,1461,3200000,23592098
41,Debit,20241,KASLO DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F41,58200,1461,3200000,22043547
41,Mastercard,20441,KASLO MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F41,58200,1461,3200000,22043547
41,Visa,20641,KASLO-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F41,58200,1461,3200000,22043547
42,Bank,20042,KELOWNA,70,SERVICE BC                              ,74,32G42,58200,1461,3200000,999999999
42,Amex,20842,KELOWNA AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G42,58200,1461,3200000,23592114
42,Debit,20242,KELOWNA DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G42,58200,1461,3200000,22455675
42,Mastercard,20442,KELOWNA M/C POS,315,SERVICE BC M/C POS                      ,74,32G42,58200,1461,3200000,22455675
42,Visa,20642,KELOWNA VISA POS,1339,SERVICE BC VISA POS                     ,74,32G42,58200,1461,3200000,22455675
43,Bank,20043,KITIMAT,70,SERVICE BC                              ,74,32J43,58200,1461,3200000,999999999
43,Amex,20843,KITIMAT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J43,58200,1461,3200000,23592122
43,Debit,20243,KITIMAT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J43,58200,1461,3200000,22043562
43,Mastercard,20443,KITIMAT MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J43,58200,1461,3200000,22043562
43,Visa,20643,KITIMAT-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J43,58200,1461,3200000,22043562
45,Bank,20045,LILLOOET,70,SERVICE BC                              ,74,32G45,58200,1461,3200000,999999999
45,Amex,20845,LILLOOET AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G45,58200,1461,3200000,23592155
45,Debit,20245,LILLOOET DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G45,58200,1461,3200000,22043596
45,Mastercard,20445,LILLOOET MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G45,58200,1461,3200000,22043596
45,Visa,20645,LILLOOET-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G45,58200,1461,3200000,22043596
47,Bank,20047,MACKENZIE,70,SERVICE BC                              ,74,32H47,58200,1461,3200000,999999999
47,Amex,20847,MACKENZIE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H47,58200,1461,3200000,23592189
47,Debit,20247,MACKENZIE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H47,58200,1461,3200000,22043604
47,Mastercard,20447,MACKENZIE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H47,58200,1461,3200000,22043604
47,Visa,20647,MACKENZIE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H47,58200,1461,3200000,22043604
46,Bank,20046,MAPLE RIDGE,70,SERVICE BC                              ,74,32L46,58200,1461,3200000,999999999
46,Amex,20846,MAPLE RIDGE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L46,58200,1461,3200000,23592205
46,Debit,20246,MAPLE RIDGE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L46,58200,1461,3200000,22043620
46,Mastercard,20446,MAPLE RIDGE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L46,58200,1461,3200000,22043620
46,Visa,20646,MAPLE RIDGE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L46,58200,1461,3200000,22043620
48,Bank,20048,MASSET,70,SERVICE BC                              ,74,32J48,58200,1461,3200000,999999999
48,Amex,20848,MASSET AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J48,58200,1461,3200000,23592247
48,Debit,20248,MASSET DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J48,58200,1461,3200000,20803999
48,Mastercard,20448,MASSET MSTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J48,58200,1461,3200000,20803999
48,Visa,20648,MASSET VISA POS,1339,SERVICE BC VISA POS                     ,74,32J48,58200,1461,3200000,20803999
50,Bank,20050,MERRITT,70,SERVICE BC                              ,74,32G50,58200,1461,3200000,999999999
50,Amex,20850,MERRITT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G50,58200,1461,3200000,23592262
50,Debit,20250,MERRITT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G50,58200,1461,3200000,22043646
50,Mastercard,20450,MERRITT MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G50,58200,1461,3200000,22043646
50,Visa,20650,MERRITT-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G50,58200,1461,3200000,22043646
51,Bank,20051,NAKUSP,70,SERVICE BC                              ,74,32F51,58200,1461,3200000,999999999
51,Amex,20851,NAKUSP AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F51,58200,1461,3200000,23592270
51,Debit,20251,NAKUSP DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F51,58200,1461,3200000,22043653
51,Mastercard,20451,NAKUSP MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F51,58200,1461,3200000,22043653
51,Visa,20651,NAKUSP-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F51,58200,1461,3200000,22043653
55,Bank,20055,NANAIMO,70,SERVICE BC                              ,74,32L55,58200,1461,3200000,999999999
55,Amex,20855,NANAIMO AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L55,58200,1461,3200000,23592288
55,Debit,20255,NANAIMO DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L55,58200,1461,3200000,22043661
55,Mastercard,20455,NANAIMO MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L55,58200,1461,3200000,22043661
55,Visa,20655,NANAIMO-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L55,58200,1461,3200000,22043661
56,Bank,20056,NELSON,70,SERVICE BC                              ,74,32F56,58200,1461,3200000,999999999
56,Amex,20856,NELSON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F56,58200,1461,3200000,23592296
56,Debit,20256,NELSON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F56,58200,1461,3200000,22043679
56,Mastercard,20456,NELSON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32F56,58200,1461,3200000,22043679
56,Visa,20656,NELSON-VISA POS,1339,SERVICE BC VISA POS                     ,74,32F56,58200,1461,3200000,22043679
60,Bank,20060,OLIVER,70,SERVICE BC                              ,74,32G60,58200,1461,3200000,999999999
60,Amex,20860,OLIVER AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G60,58200,1461,3200000,23592304
60,Debit,20260,OLIVER DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G60,58200,1461,3200000,22043703
60,Mastercard,20460,OLIVER MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G60,58200,1461,3200000,22043703
60,Visa,20660,OLIVER-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G60,58200,1461,3200000,22043703
65,Bank,20065,PENTICTON,70,SERVICE BC                              ,74,32G65,58200,1461,3200000,999999999
65,Amex,20865,PENTICTON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G65,58200,1461,3200000,23592312
65,Debit,20265,PENTICTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G65,58200,1461,3200000,22043745
65,Mastercard,20465,PENTICTON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32G65,58200,1461,3200000,22043745
65,Visa,20665,PENTICTON-VISA POS,1339,SERVICE BC VISA POS                     ,74,32G65,58200,1461,3200000,22043745
66,Bank,20010,PORT ALBERNI,70,SERVICE BC                              ,74,32L66,58200,1461,3200000,999999999
66,Amex,20866,PORT ALBERNI AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L66,58200,1461,3200000,23592320
66,Debit,20266,PORT ALBERNI DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L66,58200,1461,3200000,22043810
66,Mastercard,20466,PORT ALBERNI MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L66,58200,1461,3200000,22043810
66,Visa,20666,PORT ALBERNI-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L66,58200,1461,3200000,22043810
64,Bank,20064,PORT HARDY,70,SERVICE BC                              ,74,32L64,58200,1461,3200000,999999999
64,Amex,20864,PORT HARDY AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L64,58200,1461,3200000,23592338
64,Debit,20264,PORT HARDY DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L64,58200,1461,3200000,22043828
64,Mastercard,20464,PORT HARDY MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L64,58200,1461,3200000,22043828
64,Visa,20664,PORT HARDY-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L64,58200,1461,3200000,22043828
67,Bank,20067,POWELL RIVER,70,SERVICE BC                              ,74,32L67,58200,1461,3200000,999999999
67,Amex,20867,POWELL RIVER AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L67,58200,1461,3200000,23592346
67,Debit,20267,POWELL RIVER DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L67,58200,1461,3200000,22043836
67,Mastercard,20467,POWELL RIVER MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32L67,58200,1461,3200000,22043836
67,Visa,20667,POWELL RIVER-VISA POS,1339,SERVICE BC VISA POS                     ,74,32L67,58200,1461,3200000,22043836
68,Bank,20068,PRINCE GEORGE,70,SERVICE BC                              ,74,32H68,58200,1461,3200000,999999999
68,Amex,20868,PRINCE GEORGE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H68,58200,1461,3200000,23592353
68,Debit,20268,PRINCE GEORGE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H68,58200,1461,3200000,22043893
68,Mastercard,20468,PRINCE GEORGE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H68,58200,1461,3200000,22043893
68,Visa,20668,PRINCE GEORGE-VISA POS,1339,SERVICE BC VISA POS                     ,74,32H68,58200,1461,3200000,22043893
69,Bank,20069,PRINCE RUPERT,70,SERVICE BC                              ,74,32J69,58200,1461,3200000,999999999
69,Amex,20869,PRINCE RUPERT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J69,58200,1461,3200000,23592361
69,Debit,20269,PRINCE RUPERT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J69,58200,1461,3200000,22043919
69,Mastercard,20469,PRINCE RUPERT MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J69,58200,1461,3200000,22043919
69,Visa,20669,PRINCE RUPERT-VISA POS,1339,SERVICE BC VISA POS                     ,74,32J69,58200,1461,3200000,22043919
70,Bank,20070,PRINCETON,70,SERVICE BC                              ,74,32G70,58200,1461,3200000,999999999
70,Amex,20870,PRINCETON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G70,58200,1461,3200000,23592379
70,Debit,20270,PRINCETON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G70,58200,1461,3200000,22043984
