source_id,location_id,method,pt_location_id,description,program_code,program_desc,ministry_client,resp_code,service_line_code,stob_code,project_code,merchant_id
SBC,13,AX,20813,DEASE LAKE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J13,58200,1461,3200000,23591371
SBC,25,AX,20825,DUNCAN AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L25,58200,1461,3200000,23591389
SBC,30,AX,20830,FERNIE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F30,58200,1461,3200000,23591397
SBC,32,AX,20832,FORT NELSON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H32,58200,1461,3200000,23591413
SBC,33,AX,20833,FORT ST. JAMES AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H33,58200,1461,3200000,23591587
SBC,31,AX,20831,FORT ST. JOHN AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H31,58200,1461,3200000,23591595
SBC,37,AX,20837,GANGES AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L37,58200,1461,3200000,23591603
SBC,35,AX,20835,GOLDEN AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F35,58200,1461,3200000,23591629
SBC,36,AX,20836,GRAND FORKS AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F36,58200,1461,3200000,23591637
SBC,39,AX,20839,HOUSTON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J39,58200,1461,3200000,23591660
SBC,38,AX,20838,INVERMERE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F38,58200,1461,3200000,23591835
SBC,40,AX,20840,KAMLOOPS AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G40,58200,1461,3200000,23592072
SBC,41,AX,20841,KASLO AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F41,58200,1461,3200000,23592098
SBC,42,AX,20842,KELOWNA AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G42,58200,1461,3200000,23592114
SBC,43,AX,20843,KITIMAT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J43,58200,1461,3200000,23592122
SBC,45,AX,20845,LILLOOET AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G45,58200,1461,3200000,23592155
SBC,47,AX,20847,MACKENZIE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H47,58200,1461,3200000,23592189
SBC,46,AX,20846,MAPLE RIDGE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L46,58200,1461,3200000,23592205
SBC,48,AX,20848,MASSET AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J48,58200,1461,3200000,23592247
SBC,50,AX,20850,MERRITT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G50,58200,1461,3200000,23592262
SBC,51,AX,20851,NAKUSP AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F51,58200,1461,3200000,23592270
SBC,55,AX,20855,NANAIMO AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L55,58200,1461,3200000,23592288
SBC,56,AX,20856,NELSON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F56,58200,1461,3200000,23592296
SBC,60,AX,20860,OLIVER AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G60,58200,1461,3200000,23592304
SBC,65,AX,20865,PENTICTON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G65,58200,1461,3200000,23592312
SBC,66,AX,20866,PORT ALBERNI AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L66,58200,1461,3200000,23592320
SBC,64,AX,20864,PORT HARDY AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L64,58200,1461,3200000,23592338
SBC,67,AX,20867,POWELL RIVER AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L67,58200,1461,3200000,23592346
SBC,68,AX,20868,PRINCE GEORGE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H68,58200,1461,3200000,23592353
SBC,69,AX,20869,PRINCE RUPERT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J69,58200,1461,3200000,23592361
SBC,70,AX,20870,PRINCETON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G70,58200,1461,3200000,23592379
SBC,73,AX,20873,QUEEN CHARLOTTE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J73,58200,1461,3200000,23592387
SBC,75,AX,20875,QUESNEL AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H75,58200,1461,3200000,23592395
SBC,80,AX,20880,REVELSTOKE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G80,58200,1461,3200000,23592403
SBC,85,AX,20885,SALMON ARM AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G85,58200,1461,3200000,23592411
SBC,82,AX,20882,SECHELT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L82,58200,1461,3200000,23592429
SBC,86,AX,20886,SMITHERS AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J86,58200,1461,3200000,23592437
SBC,83,AX,20883,SPARWOOD AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F83,58200,1461,3200000,23592445
SBC,84,AX,20884,SQUAMISH AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L84,58200,1461,3200000,23592452
SBC,87,AX,20887,STEWART AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J87,58200,1461,3200000,23592460
SBC,88,AX,20888,TERRACE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32J88,58200,1461,3200000,23592478
SBC,81,AX,20881,TRAIL AMEX POS,503,SERVICE BC AMEX POS                     ,74,32F81,58200,1461,3200000,23592486
SBC,89,AX,20889,UCLUELET AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L89,58200,1461,3200000,23592494
SBC,91,AX,20891,VALEMOUNT AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H91,58200,1461,3200000,23592502
SBC,92,AX,20892,VANDERHOOF AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H92,58200,1461,3200000,23592510
SBC,93,AX,20893,VERNON AMEX POS,503,SERVICE BC AMEX POS                     ,74,32G93,58200,1461,3200000,23592528
SBC,94,AX,20898,VICTORIA AMEX POS,503,SERVICE BC AMEX POS                     ,74,32L94,58200,1461,3200000,23759473
SBC,97,AX,20897,WILLIAMS LAKE AMEX POS,503,SERVICE BC AMEX POS                     ,74,32H97,58200,1461,3200000,23592536
SBC,52,AX,90523,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F52,58200,1461,3200142,93683283
SBC,62,AX,90539,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F62,58200,1461,3200142,93683143
SBC,53,AX,90527,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F53,58200,1461,3200142,93683267
SBC,59,AX,90543,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F59,58200,1461,3200142,93683176
SBC,57,AX,90535,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F57,58200,1461,3200142,93683275
SBC,54,AX,90531,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F54,58200,1461,3200142,93683184
SBC,96,AX,90519,SBC MOBILE OUTREACH POS AMEX,503,SERVICE BC AMEX POS                     ,74,32F96,58200,1461,3200142,93683226
LABOUR,44015,AX,44015,EMPLOYMENT STDS BR VICTORIA-AMEX POS    ,542,EMPLOYMENT STANDARDS BRANCH AMEX POS    ,127,51622,52300,4581,5155555,25276773
LABOUR,44022,AX,44022,TALENT AGENCY LICENCING INTERNET AMEX   ,631,EMPLOYMENT STANDARDS BR INTERNET AMEX   ,0TW,51650,53702,4798,5155555,29266051
LABOUR,44601,AX,44601,EMPLOYMENT STANDARDS ICEPAY AMEX        ,676,EMPLOYMENT STANDARDS ICEPAY AMEX        ,127,51622,52300,4581,5155555,91226713
LABOUR,44606,AX,44606,EMPLOYMENT STANDARDS TRUST ICEPAY AMEX  ,676,EMPLOYMENT STANDARDS ICEPAY AMEX        ,0TW,51650,53702,4798,5155555,91226721
SBC,61,Bank,20061,100 MILE HOUSE,70,SERVICE BC                              ,74,32H61,58200,1461,3200000,999999999
SBC,1,Bank,20100,HAZELTON,70,SERVICE BC                              ,74,32J01,58200,1461,3200000,999999999
SBC,2,Bank,20002,ASHCROFT,70,SERVICE BC                              ,74,32G02,58200,1461,3200000,999999999
SBC,3,Bank,20003,ATLIN,70,SERVICE BC                              ,74,32J03,58200,1461,3200000,999999999
SBC,8,Bank,20008,BELLA COOLA,70,SERVICE BC                              ,74,32H08,58200,1461,3200000,999999999
SBC,10,Bank,20011,BURNABY,3221,SERVICE BC - GVA AGENCY REVENUE                         ,74,32L10,58200,1461,3200000,999999999
SBC,11,Bank,20011,BURNS LAKE,70,SERVICE BC                              ,74,32J11,58200,1461,3200000,999999999
SBC,12,Bank,20012,CAMPBELL RIVER,70,SERVICE BC                              ,74,32L12,58200,1461,3200000,999999999
SBC,19,Bank,20009,CHETWYND,70,SERVICE BC                              ,74,32H19,58200,1461,3200000,999999999
SBC,14,Bank,20014,CHILLIWACK,70,SERVICE BC                              ,74,32L14,58200,1461,3200000,999999999
SBC,15,Bank,20015,CLINTON,70,SERVICE BC                              ,74,32G15,58200,1461,3200000,999999999
SBC,16,Bank,20016,COURTENAY,70,SERVICE BC                              ,74,32L16,58200,1461,3200000,999999999
SBC,17,Bank,20017,CRANBROOK,70,SERVICE BC                              ,74,32F17,58200,1461,3200000,999999999
SBC,18,Bank,20018,CRESTON,70,SERVICE BC                              ,74,32F18,58200,1461,3200000,999999999
SBC,23,Bank,20023,DAWSON CREEK,70,SERVICE BC                              ,74,32H23,58200,1461,3200000,999999999
SBC,13,Bank,20013,DEASE LAKE,70,SERVICE BC                              ,74,32J13,58200,1461,3200000,999999999
SBC,25,Bank,20025,DUNCAN,70,SERVICE BC                              ,74,32L25,58200,1461,3200000,999999999
SBC,30,Bank,20030,FERNIE,70,SERVICE BC                              ,74,32F30,58200,1461,3200000,999999999
SBC,32,Bank,20032,FORT NELSON,70,SERVICE BC                              ,74,32H32,58200,1461,3200000,999999999
SBC,33,Bank,20033,FORT ST. JAMES,70,SERVICE BC                              ,74,32H33,58200,1461,3200000,999999999
SBC,31,Bank,20031,FORT ST. JOHN,70,SERVICE BC                              ,74,32H31,58200,1461,3200000,999999999
SBC,37,Bank,20037,GANGES,70,SERVICE BC                              ,74,32L37,58200,1461,3200000,999999999
SBC,35,Bank,20035,GOLDEN,70,SERVICE BC                              ,74,32F35,58200,1461,3200000,999999999
SBC,36,Bank,20036,GRAND FORKS,70,SERVICE BC                              ,74,32F36,58200,1461,3200000,999999999
SBC,39,Bank,20039,HOUSTON,70,SERVICE BC                              ,74,32J39,58200,1461,3200000,999999999
SBC,38,Bank,20038,INVERMERE,70,SERVICE BC                              ,74,32F38,58200,1461,3200000,999999999
SBC,40,Bank,20040,KAMLOOPS,70,SERVICE BC                              ,74,32G40,58200,1461,3200000,999999999
SBC,41,Bank,20041,KASLO,70,SERVICE BC                              ,74,32F41,58200,1461,3200000,999999999
SBC,42,Bank,20042,KELOWNA,70,SERVICE BC                              ,74,32G42,58200,1461,3200000,999999999
SBC,43,Bank,20043,KITIMAT,70,SERVICE BC                              ,74,32J43,58200,1461,3200000,999999999
SBC,45,Bank,20045,LILLOOET,70,SERVICE BC                              ,74,32G45,58200,1461,3200000,999999999
SBC,47,Bank,20047,MACKENZIE,70,SERVICE BC                              ,74,32H47,58200,1461,3200000,999999999
SBC,46,Bank,20046,MAPLE RIDGE,70,SERVICE BC                              ,74,32L46,58200,1461,3200000,999999999
SBC,48,Bank,20048,MASSET,70,SERVICE BC                              ,74,32J48,58200,1461,3200000,999999999
SBC,50,Bank,20050,MERRITT,70,SERVICE BC                              ,74,32G50,58200,1461,3200000,999999999
SBC,51,Bank,20051,NAKUSP,70,SERVICE BC                              ,74,32F51,58200,1461,3200000,999999999
SBC,55,Bank,20055,NANAIMO,70,SERVICE BC                              ,74,32L55,58200,1461,3200000,999999999
SBC,56,Bank,20056,NELSON,70,SERVICE BC                              ,74,32F56,58200,1461,3200000,999999999
SBC,60,Bank,20060,OLIVER,70,SERVICE BC                              ,74,32G60,58200,1461,3200000,999999999
SBC,65,Bank,20065,PENTICTON,70,SERVICE BC                              ,74,32G65,58200,1461,3200000,999999999
SBC,66,Bank,20010,PORT ALBERNI,70,SERVICE BC                              ,74,32L66,58200,1461,3200000,999999999
SBC,64,Bank,20064,PORT HARDY,70,SERVICE BC                              ,74,32L64,58200,1461,3200000,999999999
SBC,67,Bank,20067,POWELL RIVER,70,SERVICE BC                              ,74,32L67,58200,1461,3200000,999999999
SBC,68,Bank,20068,PRINCE GEORGE,70,SERVICE BC                              ,74,32H68,58200,1461,3200000,999999999
SBC,69,Bank,20069,PRINCE RUPERT,70,SERVICE BC                              ,74,32J69,58200,1461,3200000,999999999
SBC,70,Bank,20070,PRINCETON,70,SERVICE BC                              ,74,32G70,58200,1461,3200000,999999999
SBC,73,Bank,20073,QUEEN CHARLOTTE,70,SERVICE BC                              ,74,32J73,58200,1461,3200000,999999999
SBC,75,Bank,20075,QUESNEL,70,SERVICE BC                              ,74,32H75,58200,1461,3200000,999999999
SBC,80,Bank,20080,REVELSTOKE,70,SERVICE BC                              ,74,32G80,58200,1461,3200000,999999999
SBC,85,Bank,20085,SALMON ARM,70,SERVICE BC                              ,74,32G85,58200,1461,3200000,999999999
SBC,82,Bank,20101,SECHELT,70,SERVICE BC                              ,74,32L82,58200,1461,3200000,999999999
SBC,86,Bank,20086,SMITHERS,70,SERVICE BC                              ,74,32J86,58200,1461,3200000,999999999
SBC,83,Bank,20083,SPARWOOD,70,SERVICE BC                              ,74,32F83,58200,1461,3200000,999999999
SBC,84,Bank,20084,SQUAMISH,70,SERVICE BC                              ,74,32L84,58200,1461,3200000,999999999
SBC,87,Bank,20087,STEWART,70,SERVICE BC                              ,74,32J87,58200,1461,3200000,999999999
SBC,88,Bank,20088,TERRACE,70,SERVICE BC                              ,74,32J88,58200,1461,3200000,999999999
SBC,81,Bank,20081,TRAIL,70,SERVICE BC                              ,74,32F81,58200,1461,3200000,999999999
SBC,89,Bank,20089,UCLUELET,70,SERVICE BC                              ,74,32L89,58200,1461,3200000,999999999
SBC,91,Bank,20091,VALEMOUNT,70,SERVICE BC                              ,74,32H91,58200,1461,3200000,999999999
SBC,92,Bank,20092,VANDERHOOF,70,SERVICE BC                              ,74,32H92,58200,1461,3200000,999999999
SBC,93,Bank,20093,VERNON,70,SERVICE BC                              ,74,32G93,58200,1461,3200000,999999999
SBC,94,Bank,20094,VICTORIA,70,SERVICE BC                              ,74,32L94,58200,1461,3200000,999999999
SBC,97,Bank,20097,WILLIAMS LAKE,70,SERVICE BC                              ,74,32H97,58200,1461,3200000,999999999
SBC,52,Bank,90510,MOBILE OUTREACH CHILLIWACK,70,SERVICE BC                              ,74,32F52,58200,1461,3200142,999999999
SBC,62,Bank,90514,MOBILE OUTREACH SURREY,70,SERVICE BC                              ,74,32F62,58200,1461,3200142,999999999
SBC,53,Bank,90511,MOBILE OUTREACH CRANBROOK,70,SERVICE BC                              ,74,32F53,58200,1461,3200142,999999999
SBC,59,Bank,90515,MOBILE OUTREACH VANDERHOOF,70,SERVICE BC                              ,74,32F59,58200,1461,3200142,999999999
SBC,57,Bank,90513,MOBILE OUTREACH KAMLOOPS,70,SERVICE BC                              ,74,32F57,58200,1461,3200142,999999999
SBC,54,Bank,90512,MOBILE OUTREACH DUNCAN,70,SERVICE BC                              ,74,32F54,58200,1461,3200142,999999999
SBC,96,Bank,90509,MOBILE OUTREACH WEST KELOWNA,70,SERVICE BC                              ,74,32F96,58200,1461,3200142,999999999
LABOUR,62719,Bank,62719,REVENUE-VICTORIA                        ,112,LABOUR GENERAL                          ,127,51622,52300,4581,5155555,999999999
LABOUR,44005,Bank,44005,EMPLOYMENT STANDARDS - VICTORIA         ,161,EMPLOYMENT STANDARDS                    ,0TW,51650,53702,4798,5155555,999999999
SBC,61,P,20261,100 MILE HOUSE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H61,58200,1461,3200000,22054353
SBC,1,P,20300,HAZELTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J01,58200,1461,3200000,22043448
SBC,2,P,20202,ASHCROFT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G02,58200,1461,3200000,22054387
SBC,3,P,20203,ATLIN-DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J03,58200,1461,3200000,22054486
SBC,8,P,20208,BELLA COOLA DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H08,58200,1461,3200000,22054577
SBC,10,P,20304,BURNABY DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L10,58200,1461,3200000,23684779
SBC,11,P,20211,BURNS LAKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J11,58200,1461,3200000,22042705
SBC,12,P,20212,CAMPBELL RIVER-DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L12,58200,1461,3200000,22042747
SBC,19,P,20219,CHETWYND DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H19,58200,1461,3200000,22042754
SBC,14,P,20214,CHILLIWACK DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L14,58200,1461,3200000,22042796
SBC,15,P,20215,CLINTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G15,58200,1461,3200000,22042820
SBC,16,P,20216,COURTENAY DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L16,58200,1461,3200000,22042838
SBC,17,P,20217,CRANBROOK DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F17,58200,1461,3200000,22042887
SBC,18,P,20218,CRESTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F18,58200,1461,3200000,22043067
SBC,23,P,20223,DAWSON CREEK DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H23,58200,1461,3200000,22043083
SBC,13,P,20213,DEASE LAKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J13,58200,1461,3200000,22043141
SBC,25,P,20225,DUNCAN DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L25,58200,1461,3200000,22043182
SBC,30,P,20230,FERNIE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F30,58200,1461,3200000,22043208
SBC,32,P,20232,FORT NELSON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H32,58200,1461,3200000,22043281
SBC,33,P,20233,FORT ST. JAMES DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H33,58200,1461,3200000,22043315
SBC,31,P,20231,FORT ST. JOHN DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H31,58200,1461,3200000,22043372
SBC,37,P,20237,GANGES DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L37,58200,1461,3200000,22043380
SBC,35,P,20235,GOLDEN DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F35,58200,1461,3200000,22043406
SBC,36,P,20236,GRAND FORKS DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F36,58200,1461,3200000,22043430
SBC,39,P,20239,HOUSTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J39,58200,1461,3200000,22043463
SBC,38,P,20238,INVERMERE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F38,58200,1461,3200000,22043505
SBC,40,P,20240,KAMLOOPS DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G40,58200,1461,3200000,22043539
SBC,41,P,20241,KASLO DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F41,58200,1461,3200000,22043547
SBC,42,P,20242,KELOWNA DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G42,58200,1461,3200000,22455675
SBC,43,P,20243,KITIMAT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J43,58200,1461,3200000,22043562
SBC,45,P,20245,LILLOOET DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G45,58200,1461,3200000,22043596
SBC,47,P,20247,MACKENZIE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H47,58200,1461,3200000,22043604
SBC,46,P,20246,MAPLE RIDGE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L46,58200,1461,3200000,22043620
SBC,48,P,20248,MASSET DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J48,58200,1461,3200000,20803999
SBC,50,P,20250,MERRITT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G50,58200,1461,3200000,22043646
SBC,51,P,20251,NAKUSP DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F51,58200,1461,3200000,22043653
SBC,55,P,20255,NANAIMO DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L55,58200,1461,3200000,22043661
SBC,56,P,20256,NELSON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F56,58200,1461,3200000,22043679
SBC,60,P,20260,OLIVER DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G60,58200,1461,3200000,22043703
SBC,65,P,20265,PENTICTON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G65,58200,1461,3200000,22043745
SBC,66,P,20266,PORT ALBERNI DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L66,58200,1461,3200000,22043810
SBC,64,P,20264,PORT HARDY DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L64,58200,1461,3200000,22043828
SBC,67,P,20267,POWELL RIVER DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L67,58200,1461,3200000,22043836
SBC,68,P,20268,PRINCE GEORGE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H68,58200,1461,3200000,22043893
SBC,69,P,20269,PRINCE RUPERT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J69,58200,1461,3200000,22043919
SBC,70,P,20270,PRINCETON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G70,58200,1461,3200000,22043984
SBC,73,P,20273,QUEEN CHARLOTTE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J73,58200,1461,3200000,22044008
SBC,75,P,20275,QUESNEL DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H75,58200,1461,3200000,22044164
SBC,80,P,20280,REVELSTOKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G80,58200,1461,3200000,22044230
SBC,85,P,20285,SALMON ARM DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G85,58200,1461,3200000,22044255
SBC,82,P,20282,SECHELT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L82,58200,1461,3200000,22044297
SBC,86,P,20286,SMITHERS DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J86,58200,1461,3200000,22044305
SBC,83,P,20283,SPARWOOD DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F83,58200,1461,3200000,22044313
SBC,84,P,20284,SQUAMISH DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L84,58200,1461,3200000,22044362
SBC,87,P,20287,STEWART DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J87,58200,1461,3200000,22044412
SBC,88,P,20288,TERRACE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32J88,58200,1461,3200000,22044438
SBC,81,P,20281,TRAIL DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32F81,58200,1461,3200000,22044545
SBC,89,P,20289,UCLUELET DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L89,58200,1461,3200000,22044628
SBC,91,P,20291,VALEMOUNT DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H91,58200,1461,3200000,22044701
SBC,92,P,20292,VANDERHOOF DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H92,58200,1461,3200000,22044750
SBC,93,P,20293,VERNON DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32G93,58200,1461,3200000,22044859
SBC,94,P,20298,VICTORIA DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32L94,58200,1461,3200000,20777441
SBC,97,P,20297,WILLIAMS LAKE DEBIT POS,1331,SERVICE BC DEBIT POS                    ,74,32H97,58200,1461,3200000,22044933
SBC,52,P,90522,SBC MOBILE OUTREACH DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F52,58200,1461,3200142,24103846
SBC,62,P,90538,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F62,58200,1461,3200142,24103838
SBC,53,P,90526,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F53,58200,1461,3200142,24103895
SBC,59,P,90542,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F59,58200,1461,3200142,24103879
SBC,57,P,90534,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F57,58200,1461,3200142,24103861
SBC,54,P,90530,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F54,58200,1461,3200142,24103853
SBC,96,P,90518,SBC MOBILE OUTREACH POS DEBIT,1331,SERVICE BC DEBIT POS                    ,74,32F96,58200,1461,3200142,24103887
SBC,61,M,20461,100 MILE HOUSE MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32H61,58200,1461,3200000,22054353
SBC,1,M,20500,HAZELTON MASTERCARD POS,315,SERVICE BC M/C POS                      ,74,32J01,58200,1461,3200000,22043448
